#{"t_start": 1709584954.9702709, "env_id": "CliffWalking-v0"}
r,l,t
-15.0,15,16.432091
-15.0,15,16.437396
-15.0,15,16.48944
-15.0,15,16.494751
-15.0,15,16.542354
-15.0,15,16.548454
-15.0,15,16.554378
-15.0,15,16.604675
-15.0,15,16.610602
-15.0,15,16.660188
-15.0,15,16.66619
-15.0,15,16.716638
-15.0,15,16.722645
-15.0,15,16.783918
-15.0,15,16.789757
-15.0,15,16.838907
-15.0,15,16.844245
-15.0,15,16.891658
-15.0,15,16.897911
-15.0,15,16.947527
-15.0,15,16.953168
-15.0,15,17.002974
-15.0,15,17.008407
-15.0,15,17.013591
-15.0,15,17.061577
-15.0,15,17.066759
-15.0,15,17.123486
-15.0,15,17.128659
-15.0,15,17.181025
-15.0,15,17.186325
-15.0,15,17.233052
-15.0,15,17.238033
-15.0,15,17.286175
-15.0,15,17.291453
-15.0,15,17.349315
-15.0,15,17.354651
-15.0,15,17.401007
-15.0,15,17.406487
-15.0,15,17.411713
-15.0,15,17.458236
-15.0,15,17.463456
-15.0,15,17.514186
-15.0,15,17.520097
-15.0,15,17.569267
-15.0,15,17.574561
-15.0,15,17.623467
-15.0,15,17.628748
-15.0,15,17.678272
-15.0,15,17.684446
-15.0,15,17.739361
-15.0,15,17.744664
-15.0,15,17.793404
-15.0,15,17.79875
-15.0,15,17.843811
-15.0,15,17.849333
-15.0,15,17.854832
-15.0,15,17.901339
-15.0,15,17.906493
-15.0,15,17.95357
-15.0,15,17.958806
-15.0,15,18.003685
-15.0,15,18.008902
-15.0,15,18.053077
-15.0,15,18.058163
-15.0,15,18.103788
-15.0,15,18.109068
-15.0,15,18.157121
-15.0,15,18.163032
-15.0,15,18.214748
-15.0,15,18.2209
-15.0,15,18.226737
-15.0,15,18.278299
-15.0,15,18.284248
-15.0,15,18.334976
-15.0,15,18.340955
-15.0,15,18.391819
-15.0,15,18.397806
-15.0,15,18.44892
-15.0,15,18.455065
-15.0,15,18.506097
-15.0,15,18.512202
-15.0,15,18.570505
-15.0,15,18.57589
-15.0,15,18.622692
-15.0,15,18.628312
-15.0,15,18.673844
-15.0,15,18.679366
-15.0,15,18.684579
-15.0,15,18.7305
-15.0,15,18.735762
-15.0,15,18.781974
-15.0,15,18.787165
-15.0,15,18.831568
-15.0,15,18.836863
-15.0,15,18.880881
-15.0,15,18.886199
-15.0,15,18.933365
-15.0,15,18.938663
-15.0,15,18.986358
-15.0,15,18.991691
-15.0,15,19.037732
-15.0,15,19.043165
-15.0,15,19.048336
-15.0,15,19.095723
-15.0,15,19.100904
-15.0,15,19.146865
-15.0,15,19.152653
-15.0,15,19.200179
-15.0,15,19.205704
-15.0,15,19.25522
-15.0,15,19.261203
-15.0,15,19.313522
-15.0,15,19.319507
-15.0,15,19.370239
-15.0,15,19.375818
-15.0,15,19.422394
-15.0,15,19.428047
-15.0,15,19.475857
-15.0,15,19.481428
-15.0,15,19.486578
-15.0,15,19.536461
-15.0,15,19.541653
-15.0,15,19.589824
-15.0,15,19.595033
-15.0,15,19.642051
-15.0,15,19.647293
-15.0,15,19.704355
-15.0,15,19.70963
-15.0,15,19.758794
-15.0,15,19.765026
-15.0,15,19.820233
-15.0,15,19.8255
-15.0,15,19.871503
-15.0,15,19.876756
-15.0,15,19.881973
-15.0,15,19.92937
-15.0,15,19.934558
-15.0,15,19.981241
-15.0,15,19.986439
-15.0,15,20.039892
-15.0,15,20.045024
-15.0,15,20.092725
-15.0,15,20.097909
-15.0,15,20.145536
-15.0,15,20.150823
-15.0,15,20.197732
-15.0,15,20.203044
-15.0,15,20.252233
-15.0,15,20.257565
-15.0,15,20.303228
-15.0,15,20.308702
-15.0,15,20.313919
-15.0,15,20.35972
-15.0,15,20.364901
-15.0,15,20.425553
-15.0,15,20.43072
-15.0,15,20.484099
-15.0,15,20.489345
-15.0,15,20.540325
-15.0,15,20.545826
-15.0,15,20.596381
-15.0,15,20.602624
-15.0,15,20.6539
-15.0,15,20.660085
-15.0,15,20.711424
-15.0,15,20.717552
-15.0,15,20.723258
-15.0,15,20.773795
-15.0,15,20.779097
-15.0,15,20.82894
-15.0,15,20.834354
-15.0,15,20.88807
-15.0,15,20.893206
-15.0,15,20.939542
-15.0,15,20.944784
-15.0,15,20.995099
-15.0,15,21.000262
-15.0,15,21.045487
-15.0,15,21.050819
-15.0,15,21.098768
-15.0,15,21.104181
-15.0,15,21.151664
