#{"t_start": 1709585330.0813193, "env_id": "Taxi-v3"}
r,l,t
-200.0,200,52.216982
-200.0,200,52.40887
-200.0,200,52.617528
-200.0,200,52.812577
-200.0,200,53.04205
-200.0,200,53.249197
-200.0,200,53.449395
-200.0,200,53.65431
-200.0,200,53.854698
-200.0,200,54.054244
-200.0,200,54.254197
-200.0,200,54.446472
-200.0,200,54.645904
-200.0,200,54.839334
-200.0,200,55.04273
-200.0,200,55.239272
-200.0,200,55.437002
-200.0,200,55.635504
-200.0,200,55.828709
-200.0,200,56.04841
-200.0,200,56.240334
-200.0,200,56.429071
-200.0,200,56.629724
-200.0,200,56.822929
-200.0,200,57.021189
-200.0,200,57.215376
-200.0,200,57.413856
-200.0,200,57.616775
-200.0,200,57.81485
-200.0,200,58.020746
-200.0,200,58.214216
-200.0,200,58.400138
-200.0,200,58.601234
-200.0,200,58.788415
-200.0,200,58.990831
-200.0,200,59.190871
-200.0,200,59.388456
-200.0,200,59.590269
-200.0,200,59.795424
-200.0,200,59.993454
-200.0,200,60.189022
-200.0,200,60.394729
-200.0,200,60.590637
-200.0,200,60.788794
-200.0,200,60.993857
-200.0,200,61.192789
-200.0,200,61.389964
-200.0,200,61.590628
-200.0,200,61.780114
