,Epoch,Loss
0,0,5.566529393196106
1,1,5.491472482681274
2,2,5.432552456855774
3,3,5.39054548740387
4,4,5.356709837913513
5,5,5.352832913398743
6,6,5.328612327575684
7,7,5.310713410377502
8,8,5.303707122802734
9,9,5.290516018867493
10,10,5.285219073295593
11,11,5.278241395950317
12,12,5.271095037460327
13,13,5.267769813537598
14,14,5.262847185134888
15,15,5.260156631469727
16,16,5.253835678100586
17,17,5.251865983009338
18,18,5.254578232765198
19,19,5.24349844455719
20,20,5.24268639087677
21,21,5.234645962715149
22,22,5.231189489364624
23,23,5.228551387786865
24,24,5.224053740501404
25,25,5.211212873458862
26,26,5.210033416748047
27,27,5.192983627319336
28,28,5.186130404472351
29,29,5.18737006187439
30,30,5.1929333209991455
31,31,5.187827229499817
32,32,5.18636417388916
33,33,5.161269307136536
34,34,5.152329683303833
35,35,5.15673303604126
36,36,5.1483564376831055
37,37,5.109386086463928
38,38,5.129831075668335
39,39,5.137762904167175
40,40,5.123058557510376
41,41,5.114630818367004
42,42,5.11355447769165
43,43,5.08560836315155
44,44,5.097072124481201
45,45,5.0779789686203
46,46,5.050731301307678
47,47,5.068025469779968
48,48,5.065759181976318
49,49,5.0695531368255615
50,50,5.053620100021362
51,51,5.051914572715759
52,52,5.008731245994568
53,53,5.090297102928162
54,54,5.039304852485657
55,55,5.067583084106445
56,56,5.078562259674072
57,57,5.030990123748779
58,58,5.0460580587387085
59,59,5.029920816421509
60,60,5.018829345703125
61,61,5.0345659255981445
62,62,4.978848457336426
63,63,5.0169432163238525
64,64,5.013853073120117
65,65,5.012376546859741
66,66,4.9925549030303955
67,67,5.0114394426345825
68,68,5.014832973480225
69,69,4.999985933303833
70,70,4.970938086509705
71,71,5.0030694007873535
72,72,5.008588433265686
73,73,4.995502948760986
74,74,4.974512100219727
75,75,5.001323699951172
76,76,4.984676718711853
77,77,4.9696348905563354
78,78,5.022729992866516
79,79,5.001650810241699
80,80,4.997956275939941
81,81,4.946704626083374
82,82,5.007723927497864
83,83,4.954912424087524
84,84,4.955613732337952
85,85,4.954221725463867
86,86,4.993894815444946
87,87,4.9754897356033325
88,88,4.975399494171143
89,89,4.9968332052230835
90,90,4.969738602638245
91,91,4.891800880432129
92,92,4.967552304267883
93,93,4.957483530044556
94,94,4.969857573509216
95,95,4.971273183822632
96,96,4.936533093452454
97,97,4.939911484718323
98,98,4.990728497505188
99,99,4.972159028053284
100,100,4.920703649520874
101,101,4.913865447044373
102,102,4.985597729682922
103,103,4.929559350013733
104,104,5.007632255554199
105,105,4.929212689399719
106,106,4.916384816169739
107,107,4.906144022941589
108,108,4.917995095252991
109,109,4.976935029029846
110,110,4.916352987289429
111,111,4.952492952346802
112,112,4.949750542640686
113,113,4.916841506958008
114,114,4.915869355201721
115,115,4.891934156417847
116,116,4.870502352714539
117,117,4.935011982917786
118,118,4.880419731140137
119,119,4.883368492126465
120,120,4.948532342910767
121,121,4.914992809295654
122,122,4.919378042221069
123,123,4.929242014884949
124,124,4.9591064453125
125,125,4.892147421836853
126,126,4.906023740768433
127,127,4.947153329849243
128,128,4.911641716957092
129,129,4.888111114501953
130,130,4.91469931602478
131,131,4.892309784889221
132,132,4.889871001243591
133,133,4.923682332038879
134,134,4.932356119155884
135,135,4.868598937988281
136,136,4.876110196113586
137,137,4.868754625320435
138,138,4.890337705612183
139,139,4.933352828025818
140,140,4.915488362312317
141,141,4.969702124595642
142,142,4.899616718292236
143,143,4.872797727584839
144,144,4.905459403991699
145,145,4.95169997215271
146,146,4.91718590259552
147,147,4.909011721611023
148,148,4.946555256843567
149,149,4.868445515632629
150,150,4.909015536308289
151,151,4.886011481285095
152,152,4.921786665916443
153,153,4.914055347442627
154,154,4.863593697547913
155,155,4.851867318153381
156,156,4.936619281768799
157,157,4.899078965187073
158,158,4.8817795515060425
159,159,4.89986789226532
160,160,4.961402058601379
161,161,4.80813467502594
162,162,4.9070738554000854
163,163,4.913506507873535
164,164,4.932919859886169
165,165,4.93098771572113
166,166,4.849211931228638
167,167,4.902664303779602
168,168,4.8861448764801025
169,169,4.918080806732178
170,170,4.919800400733948
171,171,4.848134994506836
172,172,4.897963762283325
173,173,4.8395174741744995
174,174,4.901143193244934
175,175,4.8662978410720825
176,176,4.897870779037476
177,177,4.871838808059692
178,178,4.896362900733948
179,179,4.873936295509338
180,180,4.923572897911072
181,181,4.944919586181641
182,182,4.861356854438782
183,183,4.8753321170806885
184,184,4.920710921287537
185,185,4.864907145500183
186,186,4.8945053815841675
187,187,4.847552299499512
188,188,4.87507951259613
189,189,4.871821761131287
190,190,4.8338541984558105
191,191,4.9015761613845825
192,192,4.956286311149597
193,193,4.884376168251038
194,194,4.906185030937195
195,195,4.900596857070923
196,196,4.8456995487213135
197,197,4.89892041683197
198,198,4.823440194129944
199,199,4.930745720863342
200,200,4.856950640678406
201,201,4.861949563026428
202,202,4.881635308265686
203,203,4.788229465484619
204,204,4.884439945220947
205,205,4.918017029762268
206,206,4.900271058082581
207,207,4.839793682098389
208,208,4.848457455635071
209,209,4.868128776550293
210,210,4.8603856563568115
211,211,4.838329434394836
212,212,4.93794846534729
213,213,4.915186047554016
214,214,4.906824469566345
215,215,4.857997298240662
216,216,4.86914336681366
217,217,4.868841648101807
218,218,4.868903756141663
219,219,4.875016689300537
220,220,4.907200455665588
221,221,4.924117922782898
222,222,4.899959206581116
223,223,4.831262111663818
224,224,4.848363041877747
225,225,4.900700211524963
226,226,4.8861000537872314
227,227,4.82915723323822
228,228,4.832034468650818
229,229,4.821099638938904
230,230,4.892587780952454
231,231,4.832901477813721
232,232,4.845291256904602
233,233,4.841131806373596
234,234,4.869567155838013
235,235,4.875510811805725
236,236,4.900453805923462
237,237,4.884996652603149
238,238,4.8669352531433105
239,239,4.84721577167511
240,240,4.810104727745056
241,241,4.843941807746887
242,242,4.867616057395935
243,243,4.844463229179382
244,244,4.83655321598053
