#{"t_start": 1709585915.4082618, "env_id": "FrozenLake-v1"}
r,l,t
1.0,30,47.957065
0.0,35,49.705645
0.0,13,49.708777
0.0,14,49.711405
0.0,9,49.713531
1.0,45,49.724992
1.0,27,49.731978
0.0,12,49.734745
1.0,18,49.739367
0.0,9,49.741853
0.0,7,49.743736
1.0,45,49.756909
0.0,22,49.762966
1.0,30,49.771441
1.0,47,51.61337
1.0,36,51.623106
0.0,40,51.633467
1.0,78,51.651295
0.0,79,53.432123
0.0,20,53.437118
1.0,87,53.459339
0.0,16,53.463485
1.0,49,53.477515
0.0,77,55.038735
0.0,6,55.040158
1.0,11,55.04263
1.0,33,55.050843
0.0,7,55.052294
0.0,61,55.067595
0.0,100,55.092588
0.0,100,57.000983
1.0,44,57.012358
1.0,16,57.016639
1.0,25,57.024244
0.0,54,57.036238
0.0,100,58.87874
1.0,29,58.886517
1.0,78,58.907419
1.0,25,58.914182
0.0,6,58.915912
1.0,48,58.929034
1.0,17,60.901226
1.0,21,60.906506
0.0,10,60.911148
0.0,20,60.916827
1.0,40,60.926003
0.0,12,60.929932
1.0,51,60.942574
0.0,62,60.966162
1.0,18,60.971885
1.0,66,62.948971
0.0,14,62.953055
1.0,36,62.962387
1.0,30,62.970255
1.0,91,62.995884
0.0,13,62.998937
0.0,12,63.001597
1.0,30,64.777951
1.0,62,64.799814
0.0,10,64.80522
0.0,47,64.818145
1.0,58,64.831178
0.0,55,64.851788
0.0,32,66.783278
0.0,24,66.788627
0.0,40,66.796974
1.0,30,66.803909
0.0,18,66.80808
0.0,25,66.813957
1.0,57,66.827362
1.0,48,68.776311
1.0,65,68.79241
1.0,16,68.798681
0.0,16,68.803551
0.0,43,68.81436
1.0,20,68.819688
1.0,31,68.828228
0.0,57,70.588077
0.0,6,70.589741
1.0,26,70.595461
1.0,13,70.598554
0.0,29,70.610534
0.0,30,70.618059
1.0,17,70.622264
1.0,46,70.632596
0.0,67,70.648595
1.0,46,72.490247
0.0,100,72.514432
1.0,39,72.524121
1.0,37,72.533571
1.0,11,72.53708
0.0,99,74.53229
1.0,15,74.537364
1.0,29,74.544039
1.0,69,74.560875
1.0,32,74.567829
1.0,14,74.571074
0.0,59,76.629153
1.0,34,76.637243
1.0,15,76.640717
1.0,32,76.648963
1.0,17,76.652795
1.0,81,76.672238
0.0,19,76.677109
