#{"t_start": 1709585798.8544502, "env_id": "FrozenLake-v1"}
r,l,t
1.0,58,19.323416
1.0,31,19.344523
1.0,39,19.372824
1.0,73,19.427054
1.0,49,19.462147
1.0,22,19.477089
1.0,39,19.515582
1.0,13,19.523589
1.0,16,19.536703
0.0,37,19.561274
1.0,48,19.594651
1.0,48,19.62652
1.0,29,19.646398
1.0,67,19.693926
0.0,14,19.703988
0.0,19,19.717004
1.0,50,19.750696
1.0,33,19.774344
1.0,98,19.844731
1.0,20,19.860132
1.0,62,19.905587
1.0,44,19.934156
1.0,38,19.960659
1.0,47,19.99169
0.0,29,20.011727
1.0,29,20.03164
1.0,38,20.05774
1.0,22,20.07231
1.0,36,20.096155
0.0,8,20.102153
0.0,100,20.170388
1.0,50,20.206399
1.0,18,20.217928
0.0,100,20.285307
1.0,17,20.298373
1.0,10,20.305156
1.0,24,20.321578
1.0,39,20.346599
1.0,48,20.379649
1.0,69,20.426694
1.0,56,20.46434
1.0,28,20.48406
1.0,30,20.504177
1.0,37,20.530644
1.0,12,20.538746
1.0,24,20.55757
1.0,60,20.598128
1.0,47,20.631323
1.0,38,20.657108
1.0,91,20.723171
1.0,36,20.750991
1.0,9,20.755822
1.0,21,20.771284
1.0,19,20.782829
1.0,36,20.808651
1.0,29,20.828259
0.0,16,20.840683
1.0,18,20.852068
1.0,49,20.886548
1.0,47,20.919593
1.0,63,20.962491
1.0,47,20.99414
1.0,81,21.051804
0.0,51,21.086134
1.0,57,21.124617
0.0,27,21.143774
1.0,25,21.163836
1.0,25,21.182947
1.0,47,21.215338
1.0,94,21.283988
1.0,49,21.319596
1.0,21,21.333888
1.0,17,21.345051
1.0,25,21.362907
1.0,35,21.38751
1.0,57,21.428468
1.0,23,21.444178
0.0,25,21.46168
0.0,24,21.479752
1.0,26,21.49771
1.0,82,21.555185
1.0,60,21.599991
1.0,45,21.631186
1.0,26,21.64893
0.0,28,21.66812
0.0,39,21.694934
1.0,51,21.729644
1.0,36,21.755915
0.0,92,21.821162
0.0,53,21.85913
0.0,33,21.895265
0.0,41,21.937164
0.0,25,21.955834
0.0,37,21.985357
0.0,17,21.996716
1.0,22,22.013903
1.0,35,22.038159
1.0,66,22.083932
1.0,32,22.105492
0.0,25,22.122746
1.0,24,22.139277
1.0,23,22.155586
1.0,10,22.162415
1.0,14,22.170556
0.0,100,22.23921
1.0,64,22.284279
1.0,52,22.322672
1.0,81,22.379757
1.0,28,22.398165
1.0,26,22.417477
1.0,24,22.433179
0.0,47,22.466698
1.0,49,22.500794
1.0,23,22.51581
0.0,21,22.530473
0.0,21,22.548407
1.0,6,22.55307
1.0,20,22.570399
1.0,39,22.603772
0.0,77,22.657802
1.0,38,22.686573
1.0,72,22.737997
1.0,28,22.759137
1.0,18,22.770908
0.0,29,22.79228
1.0,26,22.810351
0.0,21,22.824569
1.0,48,22.859653
1.0,26,22.877012
1.0,39,22.9047
1.0,24,22.92116
0.0,100,22.989846
1.0,25,23.006824
1.0,71,23.057517
1.0,24,23.074741
1.0,35,23.097516
0.0,18,23.107906
1.0,88,23.165658
0.0,19,23.178898
0.0,27,23.2004
1.0,11,23.209802
1.0,65,23.258684
1.0,61,23.302812
1.0,45,23.332832
1.0,10,23.339947
1.0,24,23.35502
1.0,98,23.42645
0.0,61,23.471725
1.0,9,23.478338
1.0,9,23.484846
1.0,70,23.532676
0.0,65,23.578633
1.0,21,23.597281
1.0,25,23.61433
0.0,27,23.632849
1.0,8,23.639001
1.0,20,23.65257
0.0,15,23.662853
1.0,13,23.672168
1.0,74,23.723331
1.0,72,23.797419
1.0,58,23.835829
1.0,68,23.884702
1.0,41,23.913057
1.0,22,23.928949
1.0,23,23.943473
0.0,98,24.015779
0.0,48,24.047119
1.0,40,24.07551
0.0,100,24.150986
1.0,23,24.167817
0.0,100,24.250053
1.0,8,24.25621
1.0,35,24.279591
1.0,18,24.291105
0.0,7,24.296756
1.0,13,24.304508
1.0,8,24.310425
1.0,31,24.33217
0.0,100,24.399787
1.0,14,24.409679
1.0,32,24.431135
1.0,56,24.469072
1.0,15,24.479596
1.0,31,24.503812
1.0,40,24.531032
1.0,57,24.5691
1.0,46,24.601511
1.0,42,24.631223
1.0,19,24.642889
1.0,18,24.656021
1.0,64,24.701557
0.0,83,24.757716
0.0,10,24.764596
1.0,20,24.778386
1.0,23,24.79466
1.0,16,24.805429
1.0,44,24.840929
1.0,20,24.855213
1.0,58,24.898491
1.0,87,24.958095
1.0,42,24.987563
1.0,31,25.009607
1.0,55,25.047947
1.0,29,25.069644
1.0,30,25.092841
1.0,14,25.102719
1.0,22,25.118873
0.0,35,25.143449
1.0,10,25.150383
1.0,24,25.165361
1.0,8,25.171387
0.0,23,25.188811
1.0,95,25.255986
1.0,19,25.267516
0.0,41,25.297395
1.0,15,25.308172
1.0,54,25.343308
0.0,100,25.41186
1.0,61,25.459334
1.0,51,25.49319
0.0,14,25.502886
1.0,64,25.554565
1.0,30,25.575768
1.0,45,25.606666
1.0,21,25.622334
1.0,20,25.63607
1.0,12,25.643652
1.0,42,25.671212
0.0,37,25.698275
1.0,9,25.704665
1.0,69,25.750053
0.0,36,25.775608
1.0,89,25.834384
1.0,6,25.839844
1.0,48,25.87131
1.0,20,25.885502
1.0,46,25.9207
1.0,27,25.939897
1.0,52,25.974294
1.0,18,25.987148
1.0,82,26.042502
1.0,43,26.07207
1.0,11,26.079438
1.0,42,26.107147
0.0,8,26.113253
1.0,63,26.156446
1.0,89,26.2226
1.0,31,26.246755
0.0,19,26.258492
1.0,19,26.273351
1.0,22,26.28911
1.0,60,26.329368
1.0,43,26.357523
1.0,55,26.394819
1.0,9,26.401252
1.0,37,26.425487
1.0,44,26.455391
0.0,100,26.523501
1.0,24,26.540164
0.0,13,26.549577
1.0,48,26.583138
0.0,61,26.625238
1.0,45,26.656744
1.0,35,26.680506
1.0,53,26.717118
1.0,46,26.748151
1.0,21,26.762369
1.0,13,26.773438
1.0,59,26.814358
1.0,42,26.842247
1.0,99,26.911753
1.0,69,26.962618
1.0,61,27.003983
1.0,79,27.058617
1.0,95,27.123425
1.0,47,27.154944
1.0,7,27.160809
1.0,33,27.18315
1.0,16,27.193607
1.0,24,27.21096
0.0,14,27.221719
1.0,23,27.238864
1.0,37,27.263808
1.0,22,27.281438
0.0,95,27.348325
1.0,26,27.367386
1.0,47,27.399418
0.0,19,27.412404
1.0,52,27.447129
1.0,42,27.476811
1.0,18,27.488531
0.0,35,27.512057
1.0,34,27.535509
1.0,88,27.593902
1.0,61,27.638793
0.0,13,27.646324
0.0,100,27.712674
1.0,77,27.765812
1.0,69,27.813046
1.0,14,27.821255
1.0,24,27.838377
1.0,43,27.867929
1.0,59,27.908425
1.0,17,27.919762
1.0,43,27.951101
1.0,45,27.983995
0.0,18,27.995292
0.0,100,28.064908
1.0,28,28.085093
1.0,92,28.147869
1.0,63,28.192916
1.0,58,28.231336
1.0,39,28.258208
0.0,73,28.308811
1.0,55,28.348654
1.0,71,28.397835
0.0,100,28.466777
1.0,13,28.476273
1.0,77,28.528116
1.0,47,28.559868
1.0,34,28.583558
1.0,22,28.600015
