#{"t_start": 1709584918.2221575, "env_id": "CliffWalking-v0"}
r,l,t
-13.0,13,13.075614
-13.0,13,13.220966
-13.0,13,13.223147
-13.0,13,13.225765
-13.0,13,13.227866
-13.0,13,13.229952
-13.0,13,13.232295
-13.0,13,13.234698
-115.0,16,13.237201
-121.0,22,13.240999
-228.0,30,13.245834
-13.0,13,13.248202
-15.0,15,13.250602
-13.0,13,13.252966
-15.0,15,13.255281
-13.0,13,13.257907
-15.0,15,13.260218
-13.0,13,13.262324
-15.0,15,13.407102
-13.0,13,13.409257
-13.0,13,13.411171
-13.0,13,13.413502
-126.0,27,13.417522
-13.0,13,13.420596
-13.0,13,13.422545
-13.0,13,13.424326
-13.0,13,13.426402
-13.0,13,13.428503
-13.0,13,13.430367
-13.0,13,13.432485
-13.0,13,13.434797
-121.0,22,13.438291
-13.0,13,13.440057
-13.0,13,13.441997
-15.0,15,13.443943
-13.0,13,13.445939
-15.0,15,13.594445
-17.0,17,13.597014
-15.0,15,13.59914
-13.0,13,13.601256
-13.0,13,13.603235
-13.0,13,13.605167
-13.0,13,13.607198
-13.0,13,13.609596
-124.0,25,13.614145
-13.0,13,13.616124
-13.0,13,13.618074
-13.0,13,13.620104
-13.0,13,13.621805
-15.0,15,13.623829
-13.0,13,13.625616
-13.0,13,13.627495
-13.0,13,13.629725
-13.0,13,13.631469
-15.0,15,13.774828
-13.0,13,13.776977
-13.0,13,13.778967
-15.0,15,13.781311
-117.0,18,13.783722
-13.0,13,13.786042
-13.0,13,13.788043
-13.0,13,13.789927
-13.0,13,13.791966
-13.0,13,13.794037
-118.0,19,13.796521
-120.0,21,13.799433
-15.0,15,13.801516
-13.0,13,13.803812
-13.0,13,13.805677
-13.0,13,13.807519
-13.0,13,13.809674
-13.0,13,13.943446
-13.0,13,13.945495
-13.0,13,13.947629
-13.0,13,13.949602
-15.0,15,13.95197
-13.0,13,13.954053
-124.0,25,13.957847
-13.0,13,13.959697
-122.0,23,13.966357
-13.0,13,13.96819
-13.0,13,13.969976
-124.0,25,13.973484
-17.0,17,13.975923
-115.0,16,13.97798
-13.0,13,13.979836
-13.0,13,13.981909
-13.0,13,13.983983
-13.0,13,14.134103
-13.0,13,14.136346
-13.0,13,14.138398
-13.0,13,14.140579
-17.0,17,14.143168
-13.0,13,14.146034
-17.0,17,14.148826
-13.0,13,14.151631
-17.0,17,14.154456
-13.0,13,14.156422
-13.0,13,14.158466
-13.0,13,14.160536
-13.0,13,14.162306
-13.0,13,14.164142
-13.0,13,14.166169
-13.0,13,14.168639
-13.0,13,14.170445
-119.0,20,14.173172
-13.0,13,14.320696
-13.0,13,14.32323
-122.0,23,14.327002
-13.0,13,14.329337
-13.0,13,14.331517
-15.0,15,14.334599
-15.0,15,14.337336
-13.0,13,14.339493
-13.0,13,14.341642
-13.0,13,14.344234
-16.0,16,14.346542
-221.0,23,14.350415
-15.0,15,14.353186
-120.0,21,14.356686
-13.0,13,14.359016
-124.0,25,14.362903
-13.0,13,14.506026
-13.0,13,14.508382
-15.0,15,14.510532
-13.0,13,14.512486
-15.0,15,14.514811
-13.0,13,14.516877
-13.0,13,14.519751
-18.0,18,14.522289
-15.0,15,14.524502
-122.0,23,14.527913
-13.0,13,14.5298
-15.0,15,14.531975
-15.0,15,14.53412
-13.0,13,14.536867
-13.0,13,14.538707
-13.0,13,14.540653
-13.0,13,14.542756
-13.0,13,14.544872
-15.0,15,14.690058
-15.0,15,14.692711
-119.0,20,14.695863
-13.0,13,14.698134
-14.0,14,14.700592
-13.0,13,14.702696
-13.0,13,14.704703
-13.0,13,14.707273
-13.0,13,14.709762
-14.0,14,14.714183
-113.0,14,14.71657
-13.0,13,14.72137
-13.0,13,14.724407
-13.0,13,14.726608
-13.0,13,14.728488
-13.0,13,14.730498
-15.0,15,14.732503
-15.0,15,14.734558
-124.0,25,14.875116
-116.0,17,14.878052
-13.0,13,14.880419
-13.0,13,14.882527
-117.0,18,14.885418
-13.0,13,14.889336
